,Judge_Name,Judge_Reject,Judge_Impose,Judge_Impose2,Def_Race,Court,Def_Gender,AnyCriminalHistory,crimetype_people,crimetype_violent,crimetype_property,crimetype_drug,crimetype_mva,crimetype_financial,crimetype_firearms,days_btwn_arrest_plea,days_btwn_plea_tender,DefAttorneyType,X1stCharge_Status,X1stPROS_SentLength,X1stPROS_ProbLength,X1stPROS_SentenceType,RehabTreatment,X1stPROS_Prison.,X1stPROS_Probation
362,Marie Green,Yes,No,Less,White,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,456.0,280.0,a private attorney,267/87,2.0,37.0,Probation,Yes,Yes,No
363,Kyle White,Yes,No,Unclear,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,125.0,291.0,a court-appointed lawyer,Continuance without a finding,6.0,14.0,"State Prison,Probation",Yes,Yes,No
364,Zachary Mccall,No,Yes,Less,Unknown,District Court,Female,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,788.0,383.0,a private attorney,Other,4.0,27.0,State Prison,No,Yes,No
365,Gregory Wilkins,No,No,Less,White,Superior Court,Male,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,136.0,6.0,unknown,Nolle Prosequi,5.0,11.0,House of Corrections,Yes,No,No
366,Kaitlin Flores,Yes,Yes,More,Unknown,District Court,Male,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,253.0,451.0,a court-appointed lawyer,Other,2.0,34.0,House of Corrections,No,No,Yes
367,Julia Obrien,Yes,No,More,Other,Not yet determined,Male,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1000.0,79.0,from CPCS,Guilty verdict/finding,7.0,23.0,"State Prison,Probation",Yes,Yes,Yes
368,Rebecca Becker,No,Yes,Unclear,Hispanic,Not yet determined,Female,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,917.0,346.0,a private attorney,Guilty verdict/finding,9.0,27.0,House of Corrections,Yes,Yes,Yes
369,Marie Green,Yes,No,Unclear,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,339.0,408.0,a court-appointed lawyer,Continuance without a finding,1.0,36.0,Probation,No,No,Yes
370,Gregory Wilkins,Yes,Yes,More,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,967.0,58.0,a private attorney,Guilty verdict/finding,9.0,19.0,State Prison,No,Yes,No
371,Rebecca Becker,No,No,More,White,Not yet determined,Male,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,846.0,365.0,unknown,Guilty verdict/finding,10.0,28.0,Probation,No,No,Yes
372,Kyle White,No,Yes,Unclear,Black,Not yet determined,Male,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,735.0,from CPCS,Guilty verdict/finding,4.0,6.0,Probation,No,Yes,No
373,Paul Russell,No,No,More,Other,District Court,Female,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,971.0,25.0,from CPCS,Other,0.0,34.0,State Prison,Yes,No,No
374,Gregory Wilkins,Yes,No,Unknown,Hispanic,District Court,Male,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,511.0,543.0,from CPCS,Continuance without a finding,9.0,37.0,State Prison,Yes,Yes,Yes
375,Kyle White,No,No,More,Hispanic,District Court,Male,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,901.0,313.0,from CPCS,Other,4.0,26.0,"State Prison,Probation",Yes,No,No
376,Kyle White,Yes,Yes,More,Black,Superior Court,Female,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,499.0,762.0,a court-appointed lawyer,267/87,10.0,44.0,County/Split,No,No,No
377,Paul Russell,No,No,More,White,District Court,Male,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,679.0,271.0,unknown,Guilty verdict/finding,3.0,35.0,County/Split,Yes,No,Yes
378,Kaitlin Flores,No,Yes,Unclear,Black,Not yet determined,Female,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,633.0,403.0,a private attorney,267/87,6.0,45.0,"State Prison,Probation",Yes,No,Yes
379,Matthew Perez,Yes,Yes,Unknown,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,883.0,772.0,a private attorney,Dismissed,4.0,13.0,Probation,No,No,No
380,Rebecca Becker,No,Yes,Unclear,Hispanic,Not yet determined,Male,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,302.0,22.0,a private attorney,267/87,6.0,10.0,County/Split,No,No,No
381,Gregory Wilkins,Yes,Yes,Less,Unknown,District Court,Female,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,926.0,229.0,unknown,Guilty verdict/finding,4.0,14.0,Probation,No,No,No
382,Marie Green,No,No,Unclear,Black,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,436.0,24.0,unknown,Guilty verdict/finding,6.0,23.0,State Prison,No,No,Yes
383,Rebecca Becker,Yes,Yes,Less,Other,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,873.0,246.0,a court-appointed lawyer,Nolle Prosequi,4.0,9.0,State Prison,No,Yes,Yes
384,Gregory Wilkins,Yes,Yes,Less,White,District Court,Female,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,572.0,440.0,a court-appointed lawyer,Guilty verdict/finding,9.0,23.0,State Prison,No,Yes,No
385,Roger Hensley,Yes,No,Unknown,Black,Not yet determined,Male,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,354.0,125.0,a private attorney,Other,4.0,29.0,House of Corrections,No,Yes,No
386,Rebecca Becker,No,Yes,Unclear,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,579.0,591.0,from CPCS,267/87,8.0,23.0,Probation,No,Yes,Yes
387,Zachary Mccall,Yes,Yes,Unknown,Unknown,Not yet determined,Male,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,464.0,401.0,from CPCS,Other,7.0,26.0,County/Split,No,No,Yes
388,Marie Green,No,No,Unknown,Black,District Court,Female,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,966.0,731.0,a court-appointed lawyer,Other,3.0,17.0,State Prison,Yes,No,Yes
389,Gregory Wilkins,No,No,More,White,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,446.0,375.0,unknown,Continuance without a finding,2.0,46.0,State Prison,Yes,No,Yes
390,Rebecca Becker,No,Yes,More,Black,Superior Court,Male,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,550.0,250.0,a court-appointed lawyer,Other,1.0,8.0,Probation,Yes,Yes,No
391,Paul Russell,Yes,No,Unknown,Hispanic,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,903.0,385.0,a private attorney,Guilty verdict/finding,6.0,39.0,"State Prison,Probation",Yes,Yes,Yes
392,Matthew Perez,No,Yes,More,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,216.0,769.0,a court-appointed lawyer,Other,8.0,37.0,Probation,No,Yes,Yes
393,Gregory Wilkins,No,No,Unclear,Unknown,District Court,Female,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,915.0,458.0,unknown,Dismissed,3.0,42.0,State Prison,No,Yes,Yes
394,Matthew Perez,Yes,No,Unclear,Other,District Court,Male,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,679.0,10.0,unknown,Dismissed,6.0,2.0,House of Corrections,No,No,Yes
395,Kyle White,Yes,No,Less,Unknown,District Court,Male,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,661.0,448.0,from CPCS,Guilty verdict/finding,10.0,7.0,"State Prison,Probation",No,No,Yes
396,Kaitlin Flores,No,Yes,Less,Black,Not yet determined,Female,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,968.0,771.0,a court-appointed lawyer,Dismissed,10.0,24.0,State Prison,No,No,No
397,Julia Obrien,Yes,Yes,More,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,626.0,344.0,a private attorney,Dismissed,6.0,12.0,State Prison,No,Yes,No
398,Gregory Wilkins,No,Yes,Unclear,Other,Not yet determined,Male,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,957.0,92.0,unknown,Guilty verdict/finding,8.0,1.0,"State Prison,Probation",No,No,Yes
399,Roger Hensley,Yes,No,More,Unknown,Not yet determined,Male,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,292.0,376.0,unknown,267/87,8.0,38.0,County/Split,No,Yes,No
400,Julia Obrien,Yes,No,Less,Hispanic,Superior Court,Male,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,259.0,344.0,unknown,Continuance without a finding,3.0,33.0,County/Split,No,No,Yes
401,Gregory Wilkins,No,No,Less,Other,Not yet determined,Male,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,217.0,61.0,a private attorney,Guilty verdict/finding,5.0,12.0,House of Corrections,No,No,No
402,Marie Green,No,Yes,Less,Other,District Court,Female,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,983.0,623.0,from CPCS,267/87,4.0,45.0,"State Prison,Probation",No,Yes,Yes
403,Marie Green,Yes,No,Unclear,White,District Court,Female,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,234.0,609.0,unknown,267/87,3.0,40.0,House of Corrections,Yes,Yes,No
404,Roger Hensley,No,No,More,Black,Not yet determined,Female,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,142.0,756.0,unknown,Continuance without a finding,1.0,21.0,Probation,Yes,Yes,No
405,Kyle White,Yes,No,Less,Black,Superior Court,Male,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,391.0,785.0,a court-appointed lawyer,Other,1.0,3.0,Probation,No,No,Yes
406,Paul Russell,Yes,Yes,Unclear,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,398.0,40.0,a court-appointed lawyer,Continuance without a finding,1.0,30.0,State Prison,Yes,Yes,No
407,Paul Russell,No,Yes,Unknown,Black,District Court,Female,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,740.0,78.0,unknown,Other,5.0,50.0,Probation,Yes,No,Yes
408,Matthew Perez,No,Yes,Unknown,Unknown,District Court,Female,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,542.0,306.0,unknown,Nolle Prosequi,1.0,36.0,State Prison,No,No,Yes
409,Zachary Mccall,Yes,No,Unclear,Other,Superior Court,Female,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,366.0,210.0,a private attorney,Continuance without a finding,7.0,43.0,County/Split,No,No,Yes
410,Gregory Wilkins,No,Yes,Less,White,Not yet determined,Male,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,794.0,655.0,a court-appointed lawyer,Guilty verdict/finding,6.0,23.0,"State Prison,Probation",No,No,No
411,Kyle White,No,No,More,Unknown,Superior Court,Male,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,382.0,270.0,a private attorney,Continuance without a finding,6.0,28.0,Probation,No,No,Yes
412,Gregory Wilkins,No,No,Unclear,Hispanic,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,318.0,301.0,a private attorney,Other,10.0,37.0,County/Split,Yes,No,Yes
413,Roger Hensley,Yes,Yes,Unknown,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,488.0,268.0,a private attorney,267/87,7.0,46.0,"State Prison,Probation",Yes,Yes,No
414,Marie Green,Yes,No,Unclear,Hispanic,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,589.0,489.0,a court-appointed lawyer,Continuance without a finding,9.0,4.0,Probation,No,Yes,Yes
415,Kaitlin Flores,No,No,Unknown,Other,District Court,Female,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,443.0,41.0,a court-appointed lawyer,267/87,2.0,2.0,"State Prison,Probation",Yes,Yes,Yes
416,Kyle White,Yes,No,Unclear,White,Superior Court,Male,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,440.0,305.0,unknown,Guilty verdict/finding,2.0,24.0,House of Corrections,No,Yes,No
417,Kyle White,Yes,Yes,More,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,420.0,731.0,unknown,Dismissed,1.0,0.0,State Prison,Yes,Yes,Yes
418,Gregory Wilkins,No,No,Less,Hispanic,Not yet determined,Male,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,950.0,603.0,a court-appointed lawyer,Continuance without a finding,10.0,44.0,Probation,Yes,Yes,Yes
419,Matthew Perez,No,No,Less,Unknown,District Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,905.0,478.0,a private attorney,Nolle Prosequi,0.0,5.0,House of Corrections,No,No,No
420,Kaitlin Flores,Yes,Yes,Unclear,Other,Not yet determined,Male,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,409.0,21.0,a court-appointed lawyer,Continuance without a finding,7.0,47.0,County/Split,Yes,No,Yes
421,Paul Russell,Yes,Yes,Less,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,797.0,391.0,a private attorney,Nolle Prosequi,4.0,21.0,State Prison,No,No,No
422,Julia Obrien,Yes,No,Unclear,Unknown,District Court,Male,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,409.0,148.0,a private attorney,Nolle Prosequi,6.0,25.0,County/Split,No,No,Yes
423,Kaitlin Flores,No,No,More,White,Not yet determined,Male,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,118.0,570.0,a private attorney,Continuance without a finding,10.0,46.0,"State Prison,Probation",Yes,No,No
424,Marie Green,No,Yes,Unclear,White,District Court,Male,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,818.0,245.0,a private attorney,267/87,2.0,35.0,Probation,No,Yes,No
425,Matthew Perez,No,No,Unknown,Other,District Court,Male,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,185.0,705.0,a private attorney,Guilty verdict/finding,6.0,26.0,"State Prison,Probation",Yes,Yes,Yes
426,Gregory Wilkins,No,No,Unclear,Black,District Court,Male,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,277.0,262.0,a court-appointed lawyer,267/87,6.0,28.0,"State Prison,Probation",No,No,No
427,Zachary Mccall,Yes,Yes,More,Other,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,836.0,342.0,a court-appointed lawyer,267/87,3.0,35.0,State Prison,No,No,No
428,Paul Russell,Yes,No,Unclear,Black,Not yet determined,Female,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,686.0,9.0,a private attorney,Dismissed,1.0,18.0,County/Split,Yes,No,No
429,Julia Obrien,No,Yes,Less,Black,Not yet determined,Female,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,673.0,675.0,from CPCS,Continuance without a finding,1.0,43.0,Probation,Yes,No,No
430,Zachary Mccall,No,Yes,Unknown,Hispanic,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,683.0,171.0,unknown,Continuance without a finding,1.0,46.0,County/Split,Yes,Yes,Yes
431,Paul Russell,Yes,Yes,Unclear,White,District Court,Male,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,649.0,410.0,a court-appointed lawyer,Nolle Prosequi,6.0,14.0,House of Corrections,Yes,No,Yes
432,Roger Hensley,Yes,Yes,Less,Hispanic,District Court,Male,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,344.0,774.0,from CPCS,Continuance without a finding,6.0,42.0,"State Prison,Probation",Yes,Yes,No
433,Julia Obrien,No,Yes,Unclear,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,736.0,603.0,from CPCS,Guilty verdict/finding,7.0,27.0,State Prison,No,Yes,Yes
434,Matthew Perez,Yes,Yes,Unknown,Other,Superior Court,Female,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,547.0,367.0,unknown,Other,3.0,6.0,County/Split,Yes,Yes,No
435,Paul Russell,Yes,Yes,Unknown,Unknown,Not yet determined,Male,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,398.0,103.0,a private attorney,Guilty verdict/finding,4.0,47.0,State Prison,Yes,Yes,Yes
436,Gregory Wilkins,No,No,Less,Unknown,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,441.0,559.0,a private attorney,Continuance without a finding,2.0,32.0,County/Split,Yes,Yes,Yes
437,Matthew Perez,Yes,No,Less,Other,Superior Court,Male,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,671.0,351.0,a private attorney,Nolle Prosequi,7.0,30.0,State Prison,Yes,No,No
438,Zachary Mccall,No,Yes,Unclear,Black,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,677.0,331.0,from CPCS,Nolle Prosequi,1.0,48.0,Probation,Yes,No,No
439,Marie Green,Yes,Yes,More,White,Superior Court,Male,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,607.0,689.0,unknown,Dismissed,7.0,18.0,Probation,No,Yes,No
440,Matthew Perez,No,Yes,Less,Black,District Court,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,408.0,182.0,a court-appointed lawyer,Guilty verdict/finding,1.0,8.0,Probation,No,No,Yes
441,Julia Obrien,Yes,Yes,Unclear,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,399.0,700.0,a private attorney,267/87,6.0,43.0,House of Corrections,Yes,No,No
442,Matthew Perez,Yes,No,Unclear,White,District Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,332.0,514.0,a private attorney,Dismissed,4.0,24.0,Probation,No,No,Yes
443,Paul Russell,No,Yes,More,Black,Not yet determined,Female,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,912.0,785.0,a court-appointed lawyer,Guilty verdict/finding,3.0,34.0,"State Prison,Probation",No,Yes,No
444,Roger Hensley,No,Yes,Less,Unknown,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,931.0,440.0,a private attorney,Other,7.0,8.0,Probation,Yes,No,No
445,Kyle White,No,No,Unclear,White,District Court,Female,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,890.0,94.0,from CPCS,Other,8.0,47.0,Probation,Yes,Yes,Yes
446,Roger Hensley,No,No,More,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,287.0,565.0,a private attorney,Nolle Prosequi,10.0,6.0,State Prison,Yes,Yes,No
447,Kaitlin Flores,No,Yes,Unclear,Hispanic,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,194.0,400.0,unknown,Dismissed,9.0,9.0,House of Corrections,No,No,No
448,Julia Obrien,No,No,Unclear,Black,Superior Court,Female,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,958.0,730.0,from CPCS,Nolle Prosequi,3.0,3.0,"State Prison,Probation",No,No,No
449,Julia Obrien,Yes,Yes,Unknown,White,Not yet determined,Female,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,443.0,524.0,a private attorney,Dismissed,9.0,29.0,"State Prison,Probation",No,Yes,Yes
450,Roger Hensley,No,Yes,Unknown,Black,Not yet determined,Male,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,459.0,625.0,unknown,Guilty verdict/finding,10.0,50.0,Probation,Yes,Yes,No
451,Julia Obrien,No,No,More,White,Not yet determined,Female,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,627.0,228.0,unknown,Other,1.0,30.0,"State Prison,Probation",No,No,No
452,Kaitlin Flores,No,Yes,Less,Hispanic,Not yet determined,Male,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,108.0,384.0,a court-appointed lawyer,Continuance without a finding,4.0,17.0,County/Split,Yes,No,Yes
453,Rebecca Becker,No,No,More,White,Not yet determined,Male,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.0,401.0,a private attorney,Nolle Prosequi,6.0,5.0,House of Corrections,No,No,Yes
454,Marie Green,Yes,Yes,Unclear,Black,District Court,Male,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,176.0,12.0,a private attorney,Other,4.0,26.0,"State Prison,Probation",No,Yes,No
455,Roger Hensley,Yes,Yes,Unknown,Other,Not yet determined,Male,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,662.0,575.0,a court-appointed lawyer,Guilty verdict/finding,2.0,6.0,State Prison,Yes,Yes,No
456,Gregory Wilkins,No,Yes,Unclear,Hispanic,District Court,Male,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,837.0,337.0,unknown,Nolle Prosequi,0.0,29.0,County/Split,Yes,Yes,Yes
457,Kaitlin Flores,Yes,Yes,Unclear,Unknown,Superior Court,Female,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,745.0,585.0,a private attorney,Dismissed,1.0,43.0,State Prison,No,No,No
458,Gregory Wilkins,Yes,Yes,Unclear,Unknown,Superior Court,Female,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,997.0,414.0,unknown,Guilty verdict/finding,1.0,44.0,Probation,No,Yes,No
459,Kyle White,No,No,Less,White,District Court,Female,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,236.0,559.0,a private attorney,267/87,8.0,9.0,Probation,No,Yes,No
460,Julia Obrien,Yes,Yes,More,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,752.0,a private attorney,267/87,8.0,5.0,Probation,Yes,No,Yes
461,Julia Obrien,No,No,Unclear,White,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,884.0,206.0,a court-appointed lawyer,Dismissed,0.0,20.0,Probation,No,Yes,No
462,Roger Hensley,Yes,Yes,More,Hispanic,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,641.0,241.0,a court-appointed lawyer,267/87,8.0,21.0,"State Prison,Probation",No,Yes,Yes
463,Kaitlin Flores,No,Yes,More,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,562.0,374.0,a court-appointed lawyer,267/87,0.0,11.0,House of Corrections,Yes,No,No
464,Gregory Wilkins,No,Yes,Unclear,Hispanic,Superior Court,Male,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,518.0,547.0,unknown,Dismissed,6.0,8.0,State Prison,No,No,Yes
465,Zachary Mccall,Yes,No,Less,Unknown,District Court,Female,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,967.0,116.0,from CPCS,Continuance without a finding,5.0,17.0,"State Prison,Probation",No,Yes,No
466,Kaitlin Flores,No,No,Unknown,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,134.0,614.0,a private attorney,Nolle Prosequi,0.0,49.0,House of Corrections,Yes,Yes,Yes
467,Zachary Mccall,Yes,Yes,Less,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,481.0,565.0,a court-appointed lawyer,267/87,1.0,5.0,House of Corrections,No,Yes,No
468,Roger Hensley,Yes,Yes,Unknown,Hispanic,Superior Court,Male,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,809.0,302.0,a private attorney,267/87,4.0,25.0,"State Prison,Probation",Yes,Yes,Yes
469,Rebecca Becker,Yes,Yes,Less,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,929.0,653.0,a court-appointed lawyer,Other,2.0,1.0,State Prison,Yes,Yes,No
470,Paul Russell,Yes,No,Unclear,Unknown,Not yet determined,Male,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,894.0,131.0,from CPCS,Continuance without a finding,0.0,18.0,House of Corrections,No,Yes,No
471,Kyle White,Yes,No,Unknown,Hispanic,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,546.0,40.0,from CPCS,Dismissed,4.0,0.0,County/Split,Yes,No,Yes
472,Matthew Perez,No,Yes,Unclear,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,473.0,185.0,a private attorney,Guilty verdict/finding,0.0,16.0,County/Split,Yes,Yes,Yes
473,Paul Russell,No,No,Less,Other,Superior Court,Female,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,632.0,465.0,from CPCS,Other,4.0,48.0,County/Split,No,Yes,Yes
474,Marie Green,No,Yes,Unknown,Hispanic,Not yet determined,Male,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,528.0,470.0,unknown,Dismissed,6.0,29.0,County/Split,Yes,No,Yes
475,Rebecca Becker,Yes,Yes,Less,Black,Superior Court,Female,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,328.0,783.0,a private attorney,Other,9.0,3.0,County/Split,Yes,No,No
476,Gregory Wilkins,Yes,Yes,Unclear,Black,District Court,Female,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,944.0,499.0,unknown,Dismissed,9.0,5.0,House of Corrections,No,No,No
477,Zachary Mccall,No,No,More,Other,Superior Court,Female,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,531.0,337.0,from CPCS,Nolle Prosequi,0.0,7.0,State Prison,Yes,Yes,Yes
